Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,,,,,
K1,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K2,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K3,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K4,FALSE,0,Target 1,Unknown,SYBR,34.331512,0.4447776427815240,,No Amp,FALSE,0,0,,,,,
K5,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K6,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K7,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K8,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K9,FALSE,0,Target 1,Unknown,SYBR,29.85171,0,,No Amp,FALSE,0,0,,,,,
K10,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K11,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K12,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K13,FALSE,0,Target 1,Unknown,SYBR,16.445131,0,,No Amp,FALSE,0,0,,,,,
K14,FALSE,0,Target 1,Unknown,SYBR,22.714523,0,,No Amp,FALSE,0,0,,,,,
K15,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K16,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K17,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K18,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K19,FALSE,0,Target 1,Unknown,SYBR,22.087711,0.479585958573052,,No Amp,FALSE,0,0,,,,,
K20,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K21,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K22,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K23,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
K24,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L1,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L2,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L3,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L4,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L5,FALSE,0,Target 1,Unknown,SYBR,17.809319,0.4985168951056870,,No Amp,FALSE,0,0,,,,,
L6,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L7,FALSE,0,Target 1,Unknown,SYBR,24.271584,0.4480676082552560,,No Amp,FALSE,0,0,,,,,
L8,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L9,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L10,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L11,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L12,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L13,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L14,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L15,FALSE,0,Target 1,Unknown,SYBR,20.121572,0.4763209374264430,,No Amp,FALSE,0,0,,,,,
L16,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L17,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L18,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L19,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L20,FALSE,0,Target 1,Unknown,SYBR,15.315532,0,,No Amp,FALSE,0,0,,,,,
L21,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L22,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L23,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
L24,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M1,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M2,FALSE,0,Target 1,Unknown,SYBR,16.716219,0,,No Amp,FALSE,0,0,,,,,
M3,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M4,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M5,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M6,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M7,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M8,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M9,FALSE,0,Target 1,Unknown,SYBR,19.197325,0,,No Amp,FALSE,0,0,,,,,
M10,FALSE,0,Target 1,Unknown,SYBR,25.089737,0.129370544475142,,No Amp,FALSE,0,0,,,,,
M11,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M12,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M13,FALSE,0,Target 1,Unknown,SYBR,10.267019,0.11668530635841900,,No Amp,FALSE,0,0,,,,,
M14,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M15,FALSE,0,Target 1,Unknown,SYBR,18.659416,0.1297370797196650,,No Amp,FALSE,0,0,,,,,
M16,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M17,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M18,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M19,FALSE,0,Target 1,Unknown,SYBR,36.617645,0.35613310925053400,,No Amp,FALSE,0,0,,,,,
M20,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M21,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M22,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
M23,FALSE,0,Target 1,Unknown,SYBR,14.818224,0.10001917829860200,,No Amp,FALSE,0,0,,,,,
M24,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N1,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,Inconclusive,FALSE,0,0,,,,,
N2,FALSE,0,Target 1,Unknown,SYBR,23.376554,0.5648919455492910,,No Amp,FALSE,0,0,,,,,
N3,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N4,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N5,FALSE,0,Target 1,Unknown,SYBR,32.60077,0,,No Amp,FALSE,0,0,,,,,
N6,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N7,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N8,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N9,FALSE,0,Target 1,Unknown,SYBR,23.724224,0,,No Amp,FALSE,0,0,,,,,
N10,FALSE,0,Target 1,Unknown,SYBR,22.906137,0.31564320136588200,,No Amp,FALSE,0,0,,,,,
N11,FALSE,0,Target 1,Unknown,SYBR,25.639597,0,,No Amp,FALSE,0,0,,,,,
N12,FALSE,0,Target 1,Unknown,SYBR,20.485964,0,,No Amp,FALSE,0,0,,,,,
N13,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N14,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N15,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N16,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N17,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N18,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N19,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N20,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
N21,FALSE,0,Target 1,Unknown,SYBR,15.780772,0,,No Amp,FALSE,0,0,,,,,
N22,FALSE,0,Target 1,Unknown,SYBR,31.187613,0,,No Amp,FALSE,0,0,,,,,
N23,FALSE,0,Target 1,Unknown,SYBR,37.4872,0.1466470548705020,,No Amp,FALSE,0,0,,,,,
N24,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O1,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O2,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O3,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O4,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O5,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O6,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O7,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O8,FALSE,0,Target 1,Unknown,SYBR,4.7668104,0.5719474452162640,,No Amp,FALSE,0,0,,,,,
O9,FALSE,0,Target 1,Unknown,SYBR,5.9339933,0.6244013281466210,,No Amp,FALSE,0,0,,,,,
O10,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O11,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O12,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O13,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O14,FALSE,0,Target 1,Unknown,SYBR,19.04749,0,,No Amp,FALSE,0,0,,,,,
O15,FALSE,0,Target 1,Unknown,SYBR,35.988834,0.17102198635673400,,No Amp,FALSE,0,0,,,,,
O16,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O17,FALSE,0,Target 1,Unknown,SYBR,14.683734,0.23015282686534600,,No Amp,FALSE,0,0,,,,,
O18,FALSE,0,Target 1,Unknown,SYBR,24.380327,0,,No Amp,FALSE,0,0,,,,,
O19,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O20,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O21,FALSE,0,Target 1,Unknown,SYBR,10.44235,0,,No Amp,FALSE,0,0,,,,,
O22,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O23,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
O24,FALSE,0,Target 1,Unknown,SYBR,7.0404773,0.42690061741175600,,No Amp,FALSE,0,0,,,,,
P1,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P2,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P3,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P4,FALSE,0,Target 1,Unknown,SYBR,10.504054,0,,No Amp,FALSE,0,0,,,,,
P5,FALSE,0,Target 1,Unknown,SYBR,25.132002,0,,No Amp,FALSE,0,0,,,,,
P6,FALSE,0,Target 1,Unknown,SYBR,24.494064,0.31842215319862900,,No Amp,FALSE,0,0,,,,,
P7,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P8,FALSE,0,Target 1,Unknown,SYBR,37.024006,0.3399614145235050,,No Amp,FALSE,0,0,,,,,
P9,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P10,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P11,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P12,FALSE,0,Target 1,Unknown,SYBR,13.649612,0,,No Amp,FALSE,0,0,,,,,
P13,FALSE,0,Target 1,Unknown,SYBR,27.800478,0.38556131258395300,,No Amp,FALSE,0,0,,,,,
P14,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P15,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P16,FALSE,0,Target 1,Unknown,SYBR,9.364005,0.3170941940509640,,No Amp,FALSE,0,0,,,,,
P17,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P18,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P19,FALSE,0,Target 1,Unknown,SYBR,34.25522,0,,No Amp,FALSE,0,0,,,,,
P20,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P21,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P22,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P23,FALSE,0,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,,,,,
P24,FALSE,0,Target 1,Unknown,SYBR,18.171532,0,,No Amp,FALSE,0,0,,,,,
